filename,label
1_003_1_01_NN.bmp,0
1_003_1_02_EH.bmp,0
1_003_1_03_EA.bmp,0
1_003_1_04_ES.bmp,0
1_003_1_05_ESp.bmp,0
1_003_1_06_AEC.bmp,0
1_003_1_07_AOM.bmp,0
1_003_1_08_PU.bmp,0
1_003_1_09_PD.bmp,0
1_003_1_10_PL.bmp,0
1_003_1_11_PR.bmp,0
1_003_1_12_OOG.bmp,0
1_003_1_13_OSG.bmp,0
1_003_1_14_OH.bmp,0
1_003_1_15_OHE.bmp,0
1_003_1_16_OHM.bmp,0
1_003_1_17_LLU.bmp,0
1_003_1_18_LLR.bmp,0
1_003_1_19_LLL.bmp,0
1_003_1_20_LD.bmp,0
1_003_1_21_LR.bmp,0
1_004_1_01_NN.bmp,0
1_004_1_02_EH.bmp,0
1_004_1_03_EA.bmp,0
1_004_1_04_ES.bmp,0
1_004_1_05_ESp.bmp,0
1_004_1_06_AEC.bmp,0
1_004_1_07_AOM.bmp,0
1_004_1_08_PU.bmp,0
1_004_1_09_PD.bmp,0
1_004_1_10_PL.bmp,0
1_004_1_11_PR.bmp,0
1_004_1_12_OOG.bmp,0
1_004_1_13_OSG.bmp,0
1_004_1_14_OH.bmp,0
1_004_1_15_OHE.bmp,0
1_004_1_16_OHM.bmp,0
1_004_1_17_LLU.bmp,0
1_004_1_18_LLR.bmp,0
1_004_1_19_LLL.bmp,0
1_004_1_20_LD.bmp,0
1_004_1_21_LR.bmp,0
1_005_1_01_NN.bmp,0
1_005_1_02_EH.bmp,0
1_005_1_03_EA.bmp,0
1_005_1_04_ES.bmp,0
1_005_1_05_ESp.bmp,0
1_005_1_06_AEC.bmp,0
1_005_1_07_AOM.bmp,0
1_005_1_08_PU.bmp,0
1_005_1_09_PD.bmp,0
1_005_1_10_PL.bmp,0
1_005_1_11_PR.bmp,0
1_005_1_12_OOG.bmp,0
1_005_1_13_OSG.bmp,0
1_005_1_14_OH.bmp,0
1_005_1_15_OHE.bmp,0
1_005_1_16_OHM.bmp,0
1_005_1_17_LLU.bmp,0
1_005_1_18_LLR.bmp,0
1_005_1_19_LLL.bmp,0
1_005_1_20_LD.bmp,0
1_005_1_21_LR.bmp,0
1_006_1_01_NN.bmp,0
1_006_1_02_EH.bmp,0
1_006_1_03_EA.bmp,0
1_006_1_04_ES.bmp,0
1_006_1_05_ESp.bmp,0
1_006_1_06_AEC.bmp,0
1_006_1_07_AOM.bmp,0
1_006_1_08_PU.bmp,0
1_006_1_09_PD.bmp,0
1_006_1_10_PL.bmp,0
1_006_1_11_PR.bmp,0
1_006_1_12_OOG.bmp,0
1_006_1_13_OSG.bmp,0
1_006_1_14_OH.bmp,0
1_006_1_15_OHE.bmp,0
1_006_1_16_OHM.bmp,0
1_006_1_17_LLU.bmp,0
1_006_1_18_LLR.bmp,0
1_006_1_19_LLL.bmp,0
1_006_1_20_LD.bmp,0
1_006_1_21_LR.bmp,0
1_007_1_01_NN.bmp,0
1_007_1_02_EH.bmp,0
1_007_1_03_EA.bmp,0
1_007_1_04_ES.bmp,0
1_007_1_05_ESp.bmp,0
1_007_1_06_AEC.bmp,0
1_007_1_07_AOM.bmp,0
1_007_1_08_PU.bmp,0
1_007_1_09_PD.bmp,0
1_007_1_10_PL.bmp,0
1_007_1_11_PR.bmp,0
1_007_1_12_OOG.bmp,0
1_007_1_13_OSG.bmp,0
1_007_1_14_OH.bmp,0
1_007_1_15_OHE.bmp,0
1_007_1_16_OHM.bmp,0
1_007_1_17_LLU.bmp,0
1_007_1_18_LLR.bmp,0
1_007_1_19_LLL.bmp,0
1_007_1_20_LD.bmp,0
1_007_1_21_LR.bmp,0
1_008_1_01_NN.bmp,0
